doc_type,category,x,y
policy_reports,physical_ai_risks,5.27887,14.867496
policy_reports,physical_ai_risks,5.9615912,15.901277
policy_reports,physical_ai_risks,5.7801275,13.778564
policy_reports,physical_ai_risks,0.89411217,13.110786
policy_reports,physical_ai_risks,6.320079,14.580142
policy_reports,physical_ai_risks,0.86007047,12.999121
policy_reports,physical_ai_risks,7.1316,15.702169
policy_reports,physical_ai_risks,5.9885445,15.885668
policy_reports,physical_ai_risks,5.333206,15.969835
policy_reports,physical_ai_risks,1.3267822,13.374526
policy_reports,physical_ai_risks,10.463568,15.310503
policy_reports,physical_ai_risks,6.965162,14.922444
policy_reports,physical_ai_risks,7.6085606,14.658567
policy_reports,physical_ai_risks,6.086717,15.749516
policy_reports,physical_ai_risks,6.2076254,15.845591
policy_reports,physical_ai_risks,5.1993914,14.760159
policy_reports,physical_ai_risks,10.413943,15.248602
policy_reports,physical_ai_risks,7.3427896,15.664799
policy_reports,physical_ai_risks,7.1101933,15.408309
policy_reports,physical_ai_risks,5.921042,14.83254
policy_reports,physical_ai_risks,5.722037,13.675265
policy_reports,physical_ai_risks,6.2855425,15.626065
policy_reports,physical_ai_risks,5.587711,14.952647
policy_reports,physical_ai_risks,5.570729,14.06217
policy_reports,physical_ai_risks,5.7001896,14.467781
policy_reports,physical_ai_risks,6.197879,15.61506
policy_reports,physical_ai_risks,7.3334584,14.664909
policy_reports,physical_ai_risks,6.162919,14.23677
policy_reports,physical_ai_risks,6.2707934,14.659591
policy_reports,physical_ai_risks,2.010358,12.728992
policy_reports,physical_ai_risks,6.0665474,14.8864155
policy_reports,physical_ai_risks,7.949042,14.27162
policy_reports,physical_ai_risks,7.19657,14.357844
policy_reports,physical_ai_risks,5.821652,14.638513
policy_reports,physical_ai_risks,7.36714,14.435362
policy_reports,physical_ai_risks,0.8521291,12.957138
policy_reports,physical_ai_risks,10.239505,15.290935
policy_reports,physical_ai_risks,0.8891234,12.994139
policy_reports,physical_ai_risks,6.487381,14.256402
policy_reports,physical_ai_risks,8.864088,14.553064
policy_reports,physical_ai_risks,0.8045466,12.905178
policy_reports,physical_ai_risks,5.3107295,14.798684
policy_reports,physical_ai_risks,5.4101105,15.290123
policy_reports,physical_ai_risks,5.9868536,15.245894
policy_reports,physical_ai_risks,6.7376738,14.822962
policy_reports,physical_ai_risks,6.959013,15.7089
policy_reports,physical_ai_risks,5.842593,15.340114
policy_reports,physical_ai_risks,0.960443,13.093093
policy_reports,physical_ai_risks,6.989145,14.688912
policy_reports,physical_ai_risks,5.809449,13.604264
policy_reports,physical_ai_risks,0.9596292,13.010386
policy_reports,physical_ai_risks,1.0760053,13.101787
policy_reports,physical_ai_risks,2.0431323,12.792402
policy_reports,physical_ai_risks,0.8180746,12.904675
policy_reports,physical_ai_risks,5.71271,13.967727
policy_reports,physical_ai_risks,6.243583,14.771846
policy_reports,physical_ai_risks,5.505951,15.045426
policy_reports,physical_ai_risks,5.7723775,14.613156
policy_reports,physical_ai_risks,5.4676867,15.346182
policy_reports,physical_ai_risks,2.023292,12.761495
policy_reports,physical_ai_risks,10.418578,14.900706
policy_reports,physical_ai_risks,0.7664111,12.865992
policy_reports,physical_ai_risks,5.21086,14.766562
policy_reports,physical_ai_risks,5.642296,13.96905
policy_reports,physical_ai_risks,5.4216237,13.759952
policy_reports,physical_ai_risks,6.1411486,15.364392
policy_reports,physical_ai_risks,5.756853,14.656073
policy_reports,physical_ai_risks,0.79770696,12.899898
policy_reports,physical_ai_risks,5.832666,13.666951
policy_reports,physical_ai_risks,6.279945,16.281824
policy_reports,physical_ai_risks,6.3220344,14.479929
policy_reports,physical_ai_risks,0.8764507,13.132396
policy_reports,physical_ai_risks,1.025025,13.181234
policy_reports,physical_ai_risks,5.783032,13.641449
policy_reports,physical_ai_risks,7.021435,14.807798
policy_reports,physical_ai_risks,7.315874,14.562348
policy_reports,physical_ai_risks,9.062347,14.9104805
policy_reports,physical_ai_risks,5.6472836,14.668516
policy_reports,physical_ai_risks,5.94886,14.526486
policy_reports,physical_ai_risks,6.457709,14.376061
policy_reports,physical_ai_risks,9.365106,15.065568
policy_reports,physical_ai_risks,5.73315,15.058582
policy_reports,physical_ai_risks,5.632825,14.071528
policy_reports,physical_ai_risks,6.9745173,15.253013
policy_reports,physical_ai_risks,0.7723197,12.921977
policy_reports,physical_ai_risks,6.236714,14.590579
policy_reports,physical_ai_risks,5.7847815,14.454744
policy_reports,physical_ai_risks,5.244105,14.625415
patents,ai,9.64831,12.936702
patents,ai,10.299229,13.523816
patents,ai,9.803439,12.940347
patents,ai,9.974189,12.345359
patents,ai,11.632489,11.371938
patents,ai,10.256596,13.045663
patents,ai,10.081341,12.832276
patents,ai,9.630005,12.159972
patents,ai,10.817599,13.409795
patents,ai,10.121505,13.150225
patents,ai,11.247419,9.973582
patents,ai,9.87276,12.954712
patents,ai,9.815623,12.95093
patents,ai,10.5911255,13.415729
patents,ai,11.662662,11.174517
patents,ai,10.1646185,13.6382675
patents,ai,11.1274605,13.133437
patents,ai,10.18048,13.176157
patents,ai,10.162529,13.7499075
patents,ai,11.781815,11.272586
patents,ai,9.801473,12.404383
patents,ai,10.178777,12.60967
patents,ai,9.3773155,13.535508
patents,ai,10.866824,10.079497
patents,ai,10.991745,14.285234
patents,ai,11.151288,13.971236
patents,ai,11.064045,10.174892
patents,ai,9.818852,12.631735
patents,ai,10.486131,12.437756
patents,ai,9.673578,12.843638
patents,ai,9.591863,12.793941
patents,ai,10.491785,13.2913065
patents,ai,9.452226,12.752196
patents,ai,12.02521,12.258592
patents,ai,9.279233,12.961762
patents,ai,9.068526,13.915066
patents,ai,10.103877,12.885777
patents,ai,9.665579,13.247362
patents,ai,10.026589,12.863804
patents,ai,11.636162,10.216254
patents,ai,11.09006,13.683607
patents,ai,12.20094,12.240972
patents,ai,11.659593,11.25558
patents,ai,9.903836,12.319297
patents,ai,10.4006405,13.971195
patents,ai,9.315261,12.714169
patents,ai,10.074632,13.88114
patents,ai,8.384651,13.0299635
patents,ai,10.463715,12.766106
patents,ai,10.912902,12.789992
patents,ai,9.099714,12.784986
patents,ai,8.894117,14.401623
patents,ai,9.740328,12.913811
patents,ai,8.909456,12.893195
patents,ai,9.85093,13.10282
patents,ai,10.161519,12.470645
patents,ai,10.799451,13.730477
patents,ai,9.375519,13.104604
patents,ai,12.199432,12.209491
patents,ai,11.614315,11.097423
patents,ai,10.249935,12.646942
patents,ai,9.871739,12.929036
patents,ai,11.408399,11.754802
patents,ai,11.124016,13.558967
patents,ai,10.011615,12.758298
patents,ai,11.762867,11.174282
patents,ai,11.490616,10.965162
patents,ai,11.509021,12.710288
patents,ai,11.214873,12.701963
patents,ai,11.080654,12.83472
patents,ai,9.540716,12.863022
patents,ai,10.761976,11.55139
patents,ai,8.494555,13.199644
patents,ai,10.760818,14.400935
patents,ai,10.313559,12.887004
patents,ai,9.853314,12.100458
patents,ai,11.062958,10.933289
patents,ai,9.905146,11.804296
patents,ai,9.890041,12.243484
patents,ai,9.807608,12.75133
patents,ai,10.571197,13.689195
patents,ai,9.925559,12.320766
patents,ai,10.325445,12.993399
patents,ai,10.265238,12.050616
patents,ai,11.580162,11.374029
patents,ai,10.689381,13.324317
patents,ai,10.0644045,13.253703
patents,ai,11.801319,11.231466
patents,ai,12.170418,12.145631
patents,ai,9.989987,12.48728
patents,ai,9.962232,12.876553
patents,ai,10.004417,12.71911
patents,ai,5.869134,14.346149
patents,ai,10.369346,12.482979
patents,ai,9.672237,12.848705
patents,ai,11.668679,10.50518
patents,ai,10.321351,13.626566
patents,ai,10.504817,13.990138
patents,ai,9.558884,12.350777
patents,ai,9.509705,13.034138
patents,ai,11.775065,11.1712675
patents,ai,11.69586,11.055434
patents,ai,10.444756,12.813845
patents,ai,9.886589,12.700573
patents,ai,9.77196,12.906565
patents,ai,11.075632,10.869252
patents,ai,9.86033,12.858404
patents,ai,10.203038,12.493752
patents,ai,9.822576,13.132732
patents,ai,10.581119,13.213765
patents,ai,12.209878,12.220465
patents,ai,9.650477,12.77224
patents,ai,10.56254,12.846942
patents,ai,10.082631,13.749239
patents,ai,11.542185,11.458768
patents,ai,10.868593,13.555437
patents,ai,10.724013,13.569154
patents,ai,10.035955,12.934031
patents,ai,9.5599785,12.842164
patents,ai,10.972277,12.347611
patents,ai,9.40544,12.716159
patents,ai,9.85152,12.833523
patents,ai,11.609989,11.006243
patents,ai,10.424698,12.965438
patents,ai,9.602353,12.304329
patents,ai,8.741663,13.049619
patents,ai,9.385962,12.706774
patents,ai,9.943881,12.396341
patents,ai,9.78943,12.54214
patents,ai,10.977778,12.307245
patents,ai,9.865844,12.23618
patents,ai,11.779946,11.245585
patents,ai,11.386513,13.969263
patents,ai,12.194156,12.218172
patents,ai,12.217311,12.169973
patents,ai,9.393688,13.097377
patents,ai,11.069671,9.6964035
patents,ai,10.578387,12.902571
patents,ai,10.685946,13.82613
patents,ai,10.45753,12.934827
patents,ai,9.548796,13.027882
patents,ai,10.175906,13.17269
patents,ai,10.434555,12.858908
patents,ai,11.188378,9.932114
patents,ai,9.489025,12.92546
patents,ai,9.653849,13.206489
patents,ai,11.7500305,10.75836
patents,ai,11.703502,10.608189
patents,ai,10.784494,13.795515
patents,ai,10.88799,12.587061
patents,ai,9.899693,12.394352
patents,ai,11.595399,12.74113
patents,ai,9.648058,12.42399
patents,ai,11.648018,10.88044
patents,ai,12.083756,12.354544
patents,ai,8.965979,14.139386
patents,ai,9.230927,12.738476
patents,ai,9.081816,13.892328
patents,ai,11.716068,11.272799
patents,ai,9.219617,12.932534
patents,ai_infra,11.138049,9.438361
patents,ai_infra,11.335566,10.012461
patents,ai_infra,11.061754,9.523042
patents,ai_infra,10.9658165,9.808292
patents,ai_infra,11.429491,10.409976
patents,ai_infra,11.335824,9.672943
patents,ai_infra,11.15434,9.442941
patents,ai_infra,10.905093,9.626502
patents,ai_infra,10.472426,10.358205
patents,ai_infra,11.079371,9.469589
patents,ai_infra,11.2659,9.321024
patents,ai_infra,11.225667,9.340972
patents,ai_infra,10.859311,9.689548
patents,ai_infra,10.369543,10.488995
patents,ai_infra,10.216743,11.372381
patents,ai_infra,11.0685005,9.409764
patents,ai_infra,11.34009,9.49198
patents,ai_infra,11.072003,9.879397
patents,ai_infra,10.432163,10.170736
patents,ai_infra,10.612788,10.202152
patents,ai_infra,10.927627,9.680328
patents,ai_infra,10.352571,9.5432005
patents,ai_infra,11.387831,9.540661
patents,ai_infra,11.306662,9.371969
patents,ai_infra,10.93716,10.683079
patents,ai_infra,11.053088,9.558112
patents,ai_infra,11.209642,9.351865
patents,ai_infra,9.9904375,11.82397
patents,ai_infra,10.522285,10.297787
patents,ai_infra,10.528921,9.761282
patents,ai_infra,10.736704,9.606468
patents,ai_infra,10.170359,11.397916
patents,ai_infra,11.226141,9.401792
patents,ai_infra,10.64817,9.744804
patents,ai_infra,10.985948,9.473723
patents,ai_infra,10.447136,10.259551
patents,ai_infra,10.19775,11.990043
patents,ai_infra,11.528384,9.687954
patents,ai_infra,11.1506605,9.388329
patents,ai_infra,10.331845,9.664583
patents,ai_infra,10.444182,9.575425
patents,ai_infra,10.712189,9.885907
patents,ai_infra,11.039553,9.424589
patents,ai_infra,10.701511,9.845352
patents,ai_infra,10.796357,9.6330595
patents,ai_infra,10.0428915,11.702536
patents,ai_infra,10.641254,9.900982
patents,ai_infra,11.001354,9.497366
patents,ai_infra,10.4926605,10.383303
patents,ai_infra,10.949049,9.47338
patents,ai_infra,10.290632,9.574795
patents,ai_infra,10.883327,9.7621355
patents,ai_infra,10.99602,9.922517
patents,ai_infra,10.282098,9.664303
patents,ai_infra,10.551013,10.017644
patents,ai_infra,9.920739,11.808597
patents,ai_infra,10.13844,11.413882
patents,ai_infra,11.311825,9.256603
patents,ai_infra,11.221109,9.251376
patents,ai_infra,11.496186,9.914139
patents,ai_infra,9.31909,12.639802
patents,ai_infra,11.342036,9.3595705
patents,ai_infra,10.413937,10.450121
patents,ai_infra,10.696095,9.825665
patents,ai_infra,11.204806,9.831449
patents,ai_infra,10.274017,9.558504
patents,ai_infra,10.927165,9.558501
patents,ai_infra,10.196413,11.704996
patents,ai_infra,10.3524,9.712316
patents,ai_infra,11.096218,9.434386
patents,ai_infra,10.313649,9.494082
patents,ai_infra,10.533263,9.687803
patents,ai_infra,11.262458,9.638546
patents,ai_infra,11.438065,9.766353
patents,ai_infra,10.537796,9.7453985
patents,ai_infra,10.23212,9.863474
patents,ai_infra,11.10223,9.4547825
patents,ai_infra,10.824597,9.593582
patents,ai_infra,10.453385,9.7335415
patents,ai_infra,10.418494,9.61751
patents,ai_infra,10.693221,9.866828
patents,ai_infra,11.142344,9.535493
patents,ai_infra,10.383037,9.632193
patents,ai_infra,11.351608,9.495025
patents,ai_infra,10.350317,9.636521
patents,ai_infra,10.246045,11.397958
patents,ai_infra,10.70741,9.903485
patents,ai_infra,10.529354,10.401741
patents,ai_infra,10.662864,9.70025
patents,ai_infra,11.11547,9.39206
patents,ai_infra,10.168278,11.734215
patents,ai_infra,11.216235,9.261556
patents,ai_infra,10.8520155,9.774004
patents,ai_infra,10.338673,11.911468
patents,ai_infra,10.077196,11.752963
patents,ai_infra,11.205965,9.711634
patents,ai_infra,11.342005,9.4021
patents,ai_infra,10.253236,11.394119
patents,ai_infra,11.50677,9.641216
patents,ai_infra,10.518951,9.769054
patents,ai_infra,11.195954,9.326317
patents,ai_infra,10.838693,9.78727
patents,ai_infra,10.496229,10.050595
patents,ai_infra,10.897653,9.774343
patents,ai_infra,11.320545,9.349419
patents,ai_infra,10.27763,11.615994
patents,ai_infra,10.635468,10.006574
patents,ai_infra,10.417636,9.9310665
patents,ai_infra,11.250823,9.393724
patents,ai_infra,11.277764,9.750383
patents,ai_infra,10.19957,12.238513
patents,ai_infra,10.3338585,9.673983
patents,ai_infra,10.687561,9.641174
patents,ai_infra,11.254907,9.5023155
patents,ai_infra,10.258767,9.674231
patents,ai_infra,10.448267,10.128617
patents,ai_infra,10.744973,9.585373
patents,ai_infra,10.755686,9.828763
patents,ai_infra,10.397572,9.65695
patents,ai_infra,10.840021,9.62197
patents,ai_infra,10.49833,10.51562
patents,ai_infra,10.5605135,10.070324
patents,ai_infra,10.405074,10.279579
patents,ai_infra,10.2949505,11.575822
patents,ai_infra,10.499053,10.383582
patents,ai_infra,10.8405285,9.690313
patents,ai_infra,10.440451,9.651267
patents,ai_infra,10.758146,9.6496935
patents,ai_infra,11.237376,9.308005
patents,ai_infra,11.094823,9.2855215
patents,ai_infra,11.264883,9.337236
patents,ai_infra,11.0245075,9.51807
patents,ai_infra,11.197134,9.298894
patents,ai_infra,10.3759365,9.500918
patents,ai_infra,11.215601,9.426224
patents,ai_infra,11.303838,9.334198
patents,ai_infra,11.004909,9.7527895
patents,ai_infra,11.197292,9.385412
patents,ai_infra,10.324564,9.513235
patents,ai_infra,11.269762,9.418493
patents,ai_infra,10.794852,9.697266
patents,ai_infra,11.258065,9.371373
patents,ai_infra,11.055523,9.5758705
patents,ai_infra,10.085018,11.921382
patents,ai_infra,10.289386,9.536627
patents,ai_infra,11.388627,9.450998
patents,ai_infra,10.2272215,13.668407
patents,ai_infra,10.135399,11.512473
patents,ai_infra,11.293877,9.294775
patents,ai_infra,10.478862,12.691536
patents,ai_infra,11.366029,9.382769
patents,ai_infra,11.147879,9.4762535
patents,ai_infra,10.689851,9.829774
patents,ai_infra,10.224958,9.452338
patents,ai_infra,11.3231535,14.177327
patents,ai_infra,10.919393,9.597458
patents,ai_infra,10.395529,9.649236
patents,ai_infra,10.483086,10.160169
patents,ai_infra,11.338473,9.382605
patents,ai_infra,11.235388,9.262695
patents,physical_ai,11.006046,12.575395
patents,physical_ai,11.241619,14.409174
patents,physical_ai,11.729319,11.662238
patents,physical_ai,11.211494,14.046279
patents,physical_ai,9.655344,12.427013
patents,physical_ai,11.660392,11.052378
patents,physical_ai,11.212805,13.964286
patents,physical_ai,10.378593,13.996383
patents,physical_ai,11.06306,14.268978
patents,physical_ai,10.822308,13.7096
patents,physical_ai,11.754595,11.104363
patents,physical_ai,10.963542,13.508392
patents,physical_ai,10.808685,13.007796
patents,physical_ai,12.137578,12.140464
patents,physical_ai,11.255962,13.149706
patents,physical_ai,10.12143,13.618954
patents,physical_ai,10.131594,14.672198
patents,physical_ai,10.981175,13.7921095
patents,physical_ai,11.801101,11.197182
patents,physical_ai,11.2028265,13.647772
patents,physical_ai,10.808205,13.492325
patents,physical_ai,11.158352,10.07399
patents,physical_ai,10.148229,12.222946
patents,physical_ai,11.634983,11.369669
patents,physical_ai,11.660073,12.724546
patents,physical_ai,11.740361,11.181084
patents,physical_ai,10.639506,13.330531
patents,physical_ai,12.193678,12.219633
patents,physical_ai,11.592778,11.348801
patents,physical_ai,11.718326,10.661291
patents,physical_ai,11.713244,10.562833
patents,physical_ai,9.774589,13.208718
patents,physical_ai,10.7585535,14.146854
patents,physical_ai,12.19218,12.207709
patents,physical_ai,10.3821,14.342217
patents,physical_ai,11.679814,10.626205
patents,physical_ai,12.177466,12.209325
patents,physical_ai,11.278969,13.854234
patents,physical_ai,11.272233,13.973496
patents,physical_ai,10.4881315,14.379997
patents,physical_ai,11.22795,14.007907
patents,physical_ai,10.508548,13.3459
patents,physical_ai,11.716897,10.674065
patents,physical_ai,10.912112,13.400081
patents,physical_ai,11.62946,11.332342
patents,physical_ai,5.223283,13.811416
patents,physical_ai,11.115177,13.632715
patents,physical_ai,11.633568,11.353279
patents,physical_ai,10.349888,13.021366
patents,physical_ai,11.6845665,10.57897
patents,physical_ai,10.459068,13.898637
patents,physical_ai,11.395256,12.895783
patents,physical_ai,11.045385,13.541726
patents,physical_ai,11.18878,9.769475
patents,physical_ai,10.803383,13.487248
patents,physical_ai,10.659047,12.791211
patents,physical_ai,9.601333,12.095028
patents,physical_ai,11.013667,10.832285
patents,physical_ai,9.483803,12.688911
patents,physical_ai,10.2119665,13.54593
patents,physical_ai,11.014266,12.355813
patents,physical_ai,10.419662,13.599354
patents,physical_ai,10.78984,13.925941
patents,physical_ai,9.74506,12.901755
patents,physical_ai,6.581958,14.234653
patents,physical_ai,10.647333,13.904691
patents,physical_ai,11.527373,11.484409
patents,physical_ai,11.294983,14.258638
patents,physical_ai,11.757349,11.305209
patents,physical_ai,11.5066,10.701531
patents,physical_ai,11.194289,14.527696
patents,physical_ai,11.673037,12.711991
patents,physical_ai,11.034688,13.9482355
patents,physical_ai,11.592111,11.139555
patents,physical_ai,10.727144,10.896528
patents,physical_ai,11.7098255,11.267015
patents,physical_ai,10.516588,13.703507
patents,physical_ai,10.902274,13.279526
patents,physical_ai,9.721426,14.208624
patents,physical_ai,11.714887,11.119615
patents,physical_ai,12.138841,12.168106
patents,physical_ai,11.095998,11.820556
patents,physical_ai,9.679503,12.614381
patents,physical_ai,10.91144,14.497238
patents,physical_ai,10.321699,13.409843
patents,physical_ai,10.965992,13.957887
patents,physical_ai,11.599189,11.340722
patents,physical_ai,10.673178,11.213587
patents,physical_ai,11.809015,11.284345
patents,physical_ai,10.790157,13.009854
patents,physical_ai,11.316166,11.948482
patents,physical_ai,11.0991535,14.078503
patents,physical_ai,10.449546,14.333046
patents,physical_ai,12.2408,12.22347
patents,physical_ai,7.0343943,14.731034
patents,physical_ai,11.506336,11.430523
patents,physical_ai,11.273488,14.213991
patents,physical_ai,9.857959,14.409684
patents,physical_ai,9.84541,13.091862
patents,physical_ai,11.74167,10.781533
patents,physical_ai,12.154148,12.128125
patents,physical_ai,11.504337,11.449996
patents,physical_ai,10.30359,14.389043
patents,physical_ai,11.627962,10.752533
patents,physical_ai,11.553146,12.878052
patents,physical_ai,11.601157,11.48173
patents,physical_ai,9.18937,12.220596
patents,physical_ai,10.692035,13.107606
patents,physical_ai,11.680484,10.970311
patents,physical_ai,11.920956,12.261659
patents,physical_ai,11.665671,11.220268
patents,physical_ai,9.968412,12.85122
patents,physical_ai,11.218229,13.948843
patents,physical_ai,11.699788,11.177665
patents,physical_ai,12.10887,12.29081
patents,physical_ai,10.148786,12.350784
patents,physical_ai,11.721296,11.1587
patents,physical_ai,11.419019,14.249645
patents,physical_ai,10.099796,12.00028
patents,physical_ai,11.755484,10.703425
patents,physical_ai,10.92518,13.4550905
patents,physical_ai,9.574456,13.242981
patents,physical_ai,10.874375,13.141407
patents,physical_ai,10.036557,12.40856
patents,physical_ai,11.15435,14.12361
patents,physical_ai,11.028727,12.438849
patents,physical_ai,10.878984,13.919682
patents,physical_ai,11.030899,12.3144655
patents,physical_ai,10.121297,13.177681
patents,physical_ai,10.816242,13.054755
patents,physical_ai,11.689241,10.550541
patents,physical_ai,12.213375,12.197388
patents,physical_ai,5.790199,13.457945
patents,physical_ai,10.507407,13.996114
patents,physical_ai,11.047275,12.499749
patents,physical_ai,9.707708,12.428592
patents,physical_ai,10.990026,13.861015
patents,physical_ai,10.033617,14.28948
patents,physical_ai,11.270065,13.9750185
patents,physical_ai,11.266452,11.944096
patents,physical_ai,9.7054825,12.478337
patents,physical_ai,10.601507,13.470744
patents,physical_ai,10.8476715,13.429814
patents,physical_ai,11.038564,12.2830925
patents,physical_ai,11.695834,10.598329
patents,physical_ai,11.726978,11.133347
patents,physical_ai,11.05241,13.299978
patents,physical_ai,11.281658,14.107307
patents,physical_ai,11.678903,10.508257
patents,physical_ai,11.304128,9.983438
patents,physical_ai,11.132041,13.952401
patents,physical_ai,11.763425,10.552407
patents,physical_ai,10.149516,12.794729
patents,physical_ai,11.897432,12.421408
patents,physical_ai,11.732065,11.126857
patents,physical_ai,11.085317,14.018113
patents,physical_ai,11.538833,11.495741
patents,physical_ai,10.379907,12.932863
patents,physical_ai,11.064413,14.118777
patents,physical_ai,11.765819,11.26188
patents,physical_ai_risks,9.2064085,12.564168
patents,physical_ai_risks,10.925743,13.863954
patents,physical_ai_risks,10.524968,14.391984
patents,physical_ai_risks,10.910408,14.136134
patents,physical_ai_risks,10.722481,14.214023
patents,physical_ai_risks,10.06495,12.8321905
patents,physical_ai_risks,10.470029,14.338778
patents,physical_ai_risks,10.271287,12.918296
patents,physical_ai_risks,11.244225,14.409565
patents,physical_ai_risks,10.577811,14.2744255
patents,physical_ai_risks,10.5671015,14.079361
patents,physical_ai_risks,10.255468,14.410048
patents,physical_ai_risks,11.877152,11.705421
patents,physical_ai_risks,10.3852825,14.330638
patents,physical_ai_risks,9.740958,13.2596445
patents,physical_ai_risks,11.016663,14.742846
patents,physical_ai_risks,11.148214,14.662554
patents,physical_ai_risks,10.023186,14.171546
patents,physical_ai_risks,10.398438,14.3983
patents,physical_ai_risks,10.203278,14.106772
patents,physical_ai_risks,9.812723,12.464281
patents,physical_ai_risks,11.27393,10.023871
patents,physical_ai_risks,10.899023,14.048224
patents,physical_ai_risks,10.63778,14.266167
patents,physical_ai_risks,10.712437,14.5154705
patents,physical_ai_risks,10.282866,12.568302
patents,physical_ai_risks,11.134973,14.208561
patents,physical_ai_risks,9.586174,13.24899
patents,physical_ai_risks,9.578335,12.384977
patents,physical_ai_risks,10.2846,12.327184
patents,physical_ai_risks,10.614493,14.512773
patents,physical_ai_risks,10.375578,12.718364
patents,physical_ai_risks,10.747468,13.991309
patents,physical_ai_risks,11.577652,12.816322
patents,physical_ai_risks,10.526367,14.066988
patents,physical_ai_risks,10.339327,14.113136
patents,physical_ai_risks,10.440609,14.406205
patents,physical_ai_risks,11.232227,10.062283
patents,physical_ai_risks,10.97246,14.316567
patents,physical_ai_risks,11.278674,14.329149
patents,physical_ai_risks,10.57167,14.440959
patents,physical_ai_risks,10.184633,12.074346
patents,physical_ai_risks,10.554324,14.382129
patents,physical_ai_risks,11.081886,14.599954
patents,physical_ai_risks,10.8102,13.498159
patents,physical_ai_risks,10.973145,14.251803
patents,physical_ai_risks,10.122165,14.240351
patents,physical_ai_risks,10.928916,13.784199
patents,physical_ai_risks,9.209818,12.94295
patents,physical_ai_risks,10.766409,14.336773
patents,physical_ai_risks,9.8537445,12.952405
patents,physical_ai_risks,9.029352,14.643966
patents,physical_ai_risks,11.147343,13.65609
patents,physical_ai_risks,10.5127125,14.130752
patents,physical_ai_risks,10.515823,14.540701
patents,physical_ai_risks,10.76353,13.847914
patents,physical_ai_risks,11.3136015,14.136207
patents,physical_ai_risks,11.168473,14.635004
patents,physical_ai_risks,10.824798,14.126338
patents,physical_ai_risks,10.233881,14.162437
patents,physical_ai_risks,10.48674,14.1739235
patents,physical_ai_risks,10.669357,13.038192
patents,physical_ai_risks,10.434642,14.286167
patents,physical_ai_risks,10.585606,13.855217
patents,physical_ai_risks,10.563477,13.425855
patents,physical_ai_risks,10.535477,14.334895
patents,physical_ai_risks,10.454665,14.550946
patents,physical_ai_risks,10.972299,13.4533825
patents,physical_ai_risks,10.89472,13.592227
patents,physical_ai_risks,10.599585,14.263271
patents,physical_ai_risks,10.595278,14.367941
patents,physical_ai_risks,10.613902,14.292386
patents,physical_ai_risks,11.307355,14.064014
patents,physical_ai_risks,10.8033695,14.618159
patents,physical_ai_risks,9.841702,12.266441
patents,physical_ai_risks,11.033692,14.17592
patents,physical_ai_risks,10.254182,13.532564
patents,physical_ai_risks,10.839919,14.553777
patents,physical_ai_risks,11.128396,14.132206
patents,physical_ai_risks,11.265866,14.147402
patents,physical_ai_risks,10.867914,14.347906
patents,physical_ai_risks,11.319891,14.351973
patents,physical_ai_risks,12.200613,12.222007
patents,physical_ai_risks,11.272691,14.010021
patents,physical_ai_risks,10.457319,12.029916
patents,physical_ai_risks,11.039931,13.771618
patents,physical_ai_risks,10.344779,12.911006
patents,physical_ai_risks,10.071924,14.295421
patents,physical_ai_risks,11.142975,13.182648
patents,physical_ai_risks,10.840987,13.92666
patents,physical_ai_risks,10.948173,14.090672
patents,physical_ai_risks,11.379545,13.89173
patents,physical_ai_risks,10.633498,13.568697
patents,physical_ai_risks,10.53633,13.446505
patents,physical_ai_risks,10.990082,13.995279
patents,physical_ai_risks,10.229115,13.845838
patents,physical_ai_risks,10.344545,14.254354
patents,physical_ai_risks,10.186256,14.624673
patents,physical_ai_risks,11.067406,13.136469
patents,physical_ai_risks,10.377401,12.798522
patents,physical_ai_risks,11.13724,14.510715
patents,physical_ai_risks,10.503185,14.472277
patents,physical_ai_risks,10.799339,14.29634
patents,physical_ai_risks,11.201603,9.908858
patents,physical_ai_risks,9.921916,14.708889
patents,physical_ai_risks,10.398797,14.428654
patents,physical_ai_risks,9.7647505,14.846497
patents,physical_ai_risks,11.391458,11.891945
patents,physical_ai_risks,11.523444,13.746272
patents,physical_ai_risks,10.310837,14.309955
patents,physical_ai_risks,9.9077835,14.581295
patents,physical_ai_risks,10.280011,11.547663
patents,physical_ai_risks,11.119329,14.103848
patents,physical_ai_risks,10.584188,14.146078
patents,physical_ai_risks,10.676649,14.259545
patents,physical_ai_risks,10.553293,14.397314
patents,physical_ai_risks,12.1898575,12.201936
patents,physical_ai_risks,11.218256,14.33121
patents,physical_ai_risks,11.289238,14.375476
patents,physical_ai_risks,10.295464,13.630435
patents,physical_ai_risks,9.631524,12.841776
patents,physical_ai_risks,10.644177,13.859408
patents,physical_ai_risks,11.093877,13.413957
patents,physical_ai_risks,10.439394,14.3555975
patents,physical_ai_risks,11.031221,14.28505
patents,physical_ai_risks,10.696881,14.333743
patents,physical_ai_risks,10.995201,14.038277
patents,physical_ai_risks,9.382473,12.775621
patents,physical_ai_risks,11.054531,14.544901
patents,physical_ai_risks,10.859672,13.884453
patents,physical_ai_risks,11.270796,14.074736
patents,physical_ai_risks,10.696261,14.479577
patents,physical_ai_risks,11.042447,14.6740465
patents,physical_ai_risks,11.060681,14.514171
patents,physical_ai_risks,10.484079,13.965699
patents,physical_ai_risks,11.115342,14.584094
patents,physical_ai_risks,10.242684,13.047849
